Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Calculation Time (ms)","Num. States","Move-Model Fitness","Trace Fitness","Move-Log Fitness","Trace Length","Queued States",Match
150,"AR",1,Yes,"7.00","2.00","440.00","0.95","0.77","0.76","25.00","545.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L]CRP|[L/M]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
151,"AD",1,Yes,"12.00","1.00","590.00","1.00","0.67","0.61","31.00","691.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L]LacticAcid|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[L]IVLiquid|[L/M]IVAntibiotics|[M-INVI]tau split|[L]AdmissionNC|[L/M]AdmissionIC|[L]Leucocytes|[L/M]LacticAcid|[M-INVI]tau join|[L]CRP|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L]CRP|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
152,"EM",1,Yes,"13.00","1.00","585.00","0.95","0.64","0.61","31.00","681.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]LacticAcid|[L/M]Leucocytes|[L]CRP|[L]IVLiquid|[L/M]IVAntibiotics|[M-INVI]tau split|[L/M]AdmissionIC|[L]Leucocytes|[L/M]LacticAcid|[M-INVI]tau join|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L]LacticAcid|[L]LacticAcid|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
153,"YV",1,Yes,"6.00","1.00","307.00","0.95","0.79","0.78","23.00","446.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]IVLiquid|[L]IVAntibiotics|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L/M]CRP|[M-INVI]tau from tree|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
154,"EX",1,Yes,"12.00","1.00","522.00","0.94","0.61","0.58","26.00","621.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L/M]CRP|[M-INVI]tau from tree|[L]IVAntibiotics|[L]IVLiquid|[L]AdmissionNC|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]CRP|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]AdmissionNC|[L/M]CRP|[M-INVI]tau from tree|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
155,"BN",1,Yes,"13.00","2.00","579.00","1.00","0.61","0.54","28.00","655.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L]CRP|[L]ReleaseA|[L/M]END
156,"LV",1,Yes,"6.00","1.00","412.00","0.94","0.77","0.76","21.00","492.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseD|[L/M]END
157,"ODA",1,Yes,"10.00","1.00","513.00","1.00","0.67","0.60","25.00","599.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L]IVLiquid|[L]IVAntibiotics|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]LacticAcid|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L]CRP|[L]ReleaseD|[L/M]END
158,"ZHA",1,Yes,"12.00","1.00","534.00","1.00","0.64","0.57","28.00","621.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L]IVLiquid|[L]IVAntibiotics|[L]AdmissionIC|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L/M]ReleaseA|[L/M]ReturnER|[M-INVI]tau from tree|[L/M]END
159,"NA",1,Yes,"13.00","9.00","517.00","0.93","0.58","0.54","26.00","604.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]IVAntibiotics|[L]IVLiquid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L]AdmissionNC|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L]Leucocytes|[L]Leucocytes|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseC|[L/M]END
160,"BP",1,Yes,"10.00","1.00","480.00","0.94","0.66","0.62","24.00","568.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]AdmissionNC|[L]AdmissionIC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]CRP|[L]LacticAcid|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
161,"NU",1,Yes,"6.00","1.00","437.00","1.00","0.78","0.73","22.00","532.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L]IVLiquid|[L]LacticAcid|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]IVAntibiotics|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L]ReleaseA|[L/M]END
162,"JLA",1,Yes,"12.00","2.00","557.00","1.00","0.62","0.56","27.00","626.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]Leucocytes|[L/M]CRP|[L]LacticAcid|[L/M]ERSepsisTriage|[L]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L]Leucocytes|[L]CRP|[L]ReleaseA|[L/M]END
163,"QH",1,Yes,"13.00","5.00","523.00","0.80","0.57","0.64","25.00","615.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]AdmissionIC|[L]CRP|[L/M]Leucocytes|[M-REAL]IVAntibiotics|[M-INVI]tau split|[L/M]LacticAcid|[M-INVI]tau from tree|[M-INVI]tau join|[L/M]Leucocytes|[M-REAL]IVAntibiotics|[M-INVI]tau split|[L]Leucocytes|[L]Leucocytes|[L]Leucocytes|[L/M]LacticAcid|[M-INVI]tau from tree|[M-INVI]tau join|[L]LacticAcid|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-REAL]IVAntibiotics|[M-INVI]tau split|[L/M]LacticAcid|[M-INVI]tau from tree|[M-INVI]tau join|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]CRP|[L]LacticAcid|[L]ReleaseB|[L/M]END
164,"TI",1,Yes,"8.00","1.00","469.00","1.00","0.71","0.65","23.00","544.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[L]ERSepsisTriage|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]LacticAcid|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]AdmissionNC|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L]CRP|[L]ReleaseC|[L/M]END
165,"NR",1,Yes,"6.00","2.00","377.00","0.94","0.77","0.76","21.00","490.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]IVLiquid|[L]IVAntibiotics|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]CRP|[L]LacticAcid|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseB|[L/M]END
166,"YY",1,Yes,"9.00","1.00","433.00","0.89","0.68","0.70","23.00","537.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[L]CRP|[L]LacticAcid|[L]IVLiquid|[L/M]IVAntibiotics|[M-INVI]tau split|[L]AdmissionNC|[L/M]LacticAcid|[M-INVI]tau from tree|[M-INVI]tau join|[M-REAL]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]AdmissionNC|[L]AdmissionNC|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
167,"NMA",1,Yes,"9.00","1.00","464.00","0.94","0.68","0.65","23.00","550.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L]IVLiquid|[L]IVAntibiotics|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L/M]CRP|[M-INVI]tau from tree|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]AdmissionNC|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]CRP|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]AdmissionNC|[L]ReleaseA|[L/M]END
168,"A",1,Yes,"11.00","6.00","482.00","0.93","0.62","0.58","24.00","558.00",[L/M]START|[L/M]ERRegistration|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[L]LacticAcid|[L]ERTriage|[L/M]ERSepsisTriage|[M-REAL]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]Leucocytes|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
169,"NB",1,Yes,"8.00","1.00","445.00","0.94","0.71","0.70","23.00","546.00",[L/M]START|[L/M]ERRegistration|[L/M]ERTriage|[M-REAL]CRP|[L/M]ERSepsisTriage|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]LacticAcid|[L]CRP|[L/M]IVLiquid|[L]IVAntibiotics|[L]AdmissionNC|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau split|[L]LacticAcid|[L/M]AdmissionNC|[M-INVI]tau from tree|[M-INVI]tau join|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L]CRP|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L/M]CRP|[M-INVI]tau from tree|[L/M]Leucocytes|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[M-INVI]tau from tree|[L]ReleaseA|[L/M]END
