,dataset,esperimento,pattern,graph,Sub_3_present,Sub_92_present,Sub_42_present,Sub_3_compliant,Sub_92_compliant,Sub_42_compliant,respected,Sub3,Sub92,Sub42
1729,bpi17denied,pattern,240,graph1227,True,False,False,False,,,True,1,1,0
1730,bpi17denied,pattern,240,graph1226,True,False,False,False,,,True,1,1,0
1731,bpi17denied,pattern,240,graph1225,True,False,False,False,,,True,1,1,0
1732,bpi17denied,pattern,240,graph1224,True,False,False,False,,,True,1,1,0
1733,bpi17denied,pattern,240,graph1223,True,False,False,False,,,True,1,1,0
1734,bpi17denied,pattern,240,graph1222,True,False,False,False,,,True,1,1,0
1735,bpi17denied,pattern,240,graph1221,True,False,False,False,,,True,1,1,0
1736,bpi17denied,pattern,240,graph1220,True,False,False,False,,,True,1,1,0
1737,bpi17denied,pattern,240,graph1219,True,False,False,False,,,True,1,1,0
1738,bpi17denied,pattern,240,graph1218,False,False,False,,,,True,0,1,0
1739,bpi17denied,pattern,240,graph1217,True,False,False,False,,,True,1,1,0
1740,bpi17denied,pattern,240,graph1216,False,False,False,,,,True,0,1,0
1741,bpi17denied,pattern,240,graph1215,False,False,False,,,,True,0,1,0
1742,bpi17denied,pattern,240,graph1214,False,False,False,,,,True,0,1,0
1743,bpi17denied,pattern,240,graph1213,False,False,False,,,,True,0,1,0
1744,bpi17denied,pattern,240,graph1212,False,False,False,,,,True,0,1,0
1745,bpi17denied,pattern,240,graph1211,False,False,False,,,,True,0,1,0
1746,bpi17denied,pattern,240,graph1210,False,False,False,,,,True,0,1,0
1747,bpi17denied,pattern,240,graph1209,False,False,False,,,,True,0,1,0
1748,bpi17denied,pattern,240,graph1208,False,False,False,,,,True,0,1,0
1749,bpi17denied,pattern,240,graph1207,False,False,False,,,,True,0,1,0
1750,bpi17denied,pattern,240,graph1206,False,False,False,,,,True,0,1,0
1751,bpi17denied,pattern,240,graph1205,False,False,False,,,,True,0,1,0
1752,bpi17denied,pattern,240,graph1204,False,False,False,,,,True,0,1,0
1753,bpi17denied,pattern,240,graph1203,False,False,False,,,,True,0,1,0
1754,bpi17denied,pattern,240,graph1202,False,False,False,,,,True,0,1,0
1755,bpi17denied,pattern,240,graph1201,False,False,False,,,,True,0,1,0
1756,bpi17denied,pattern,240,graph1200,False,False,False,,,,True,0,1,0
1757,bpi17denied,pattern,240,graph1199,False,False,False,,,,True,0,1,0
1758,bpi17denied,pattern,240,graph1198,False,False,False,,,,True,0,1,0
1759,bpi17denied,pattern,240,graph1197,False,False,False,,,,True,0,1,0
1760,bpi17denied,pattern,240,graph1196,True,True,True,True,True,True,True,0,1,1
1761,bpi17denied,pattern,240,graph1195,True,True,True,True,True,True,True,0,1,1
1762,bpi17denied,pattern,240,graph1194,True,True,True,True,True,True,True,0,1,1
1763,bpi17denied,pattern,240,graph1193,True,True,True,True,True,True,True,1,1,1
1764,bpi17denied,pattern,240,graph1192,True,True,True,True,True,True,True,1,0,1
1765,bpi17denied,pattern,240,graph1191,True,True,True,True,True,True,True,1,1,1
1766,bpi17denied,pattern,240,graph1190,True,False,False,False,,,True,1,1,0
1767,bpi17denied,pattern,240,graph1189,True,False,False,False,,,True,1,1,1
1768,bpi17denied,pattern,240,graph1188,True,False,False,False,,,True,1,1,0
1769,bpi17denied,pattern,240,graph1187,True,False,False,False,,,True,1,1,0
1770,bpi17denied,pattern,240,graph1186,True,True,True,True,True,True,True,1,1,1
1771,bpi17denied,pattern,240,graph1185,True,True,True,True,True,True,True,0,1,1
1772,bpi17denied,pattern,240,graph1184,True,False,False,False,,,True,1,1,0
1773,bpi17denied,pattern,240,graph1183,True,False,False,False,,,True,1,1,0
1774,bpi17denied,pattern,240,graph1182,True,False,False,False,,,True,1,1,0
1775,bpi17denied,pattern,240,graph1181,True,False,False,False,,,True,1,0,0
1776,bpi17denied,pattern,240,graph1180,True,False,False,False,,,True,1,1,0
1777,bpi17denied,pattern,240,graph1179,True,True,True,True,True,True,True,0,1,1
1778,bpi17denied,pattern,240,graph1178,True,True,True,True,True,True,True,0,1,1
1779,bpi17denied,pattern,240,graph1177,False,False,False,,,,True,0,1,0
1780,bpi17denied,pattern,240,graph1176,False,False,False,,,,True,0,1,0
1781,bpi17denied,pattern,240,graph1175,False,False,False,,,,True,0,1,0
1782,bpi17denied,pattern,240,graph1174,False,False,False,,,,True,0,1,0
1783,bpi17denied,pattern,240,graph1173,True,True,True,True,True,True,True,0,1,1
1784,bpi17denied,pattern,240,graph1172,True,False,False,False,,,True,1,1,1
1785,bpi17denied,pattern,240,graph1171,True,True,True,True,True,True,True,1,1,1
1786,bpi17denied,pattern,240,graph1170,True,True,True,True,True,True,True,1,1,1
1787,bpi17denied,pattern,240,graph1169,False,False,False,,,,True,1,1,0
1788,bpi17denied,pattern,240,graph1168,True,False,False,False,,,True,1,1,0
1789,bpi17denied,pattern,240,graph1167,True,True,True,True,True,True,True,1,1,1
1790,bpi17denied,pattern,240,graph1166,True,True,True,True,True,True,True,0,1,1
1791,bpi17denied,pattern,240,graph1165,True,True,True,True,True,True,True,0,1,1
1792,bpi17denied,pattern,240,graph1164,True,True,True,True,True,True,True,1,1,1
1793,bpi17denied,pattern,240,graph1163,True,True,True,True,True,True,True,1,1,1
1794,bpi17denied,pattern,240,graph1162,False,False,False,,,,True,0,1,0
1795,bpi17denied,pattern,240,graph1161,True,True,True,True,True,True,True,0,1,1
1796,bpi17denied,pattern,240,graph1160,True,True,True,True,True,True,True,1,0,1
1797,bpi17denied,pattern,240,graph1159,False,False,False,,,,True,1,1,0
1798,bpi17denied,pattern,240,graph1158,True,False,False,False,,,True,1,1,1
1799,bpi17denied,pattern,240,graph1157,False,False,False,,,,True,1,0,0
1800,bpi17denied,pattern,240,graph1156,True,True,True,True,True,True,True,1,1,1
1801,bpi17denied,pattern,240,graph1155,True,False,False,False,,,True,1,1,0
1802,bpi17denied,pattern,240,graph1154,True,False,False,False,,,True,1,1,0
1803,bpi17denied,pattern,240,graph1153,True,False,False,False,,,True,1,1,0
1804,bpi17denied,pattern,240,graph1152,True,False,False,False,,,True,1,1,0
1805,bpi17denied,pattern,240,graph1151,True,False,False,False,,,True,1,1,0
1806,bpi17denied,pattern,240,graph1150,True,False,False,False,,,True,1,1,0
1807,bpi17denied,pattern,240,graph1149,True,False,False,False,,,True,1,1,0
1808,bpi17denied,pattern,240,graph1148,True,False,False,False,,,True,1,1,0
1809,bpi17denied,pattern,240,graph1147,True,False,False,False,,,True,1,1,0
1810,bpi17denied,pattern,240,graph1146,True,False,False,False,,,True,1,1,0
1811,bpi17denied,pattern,240,graph1145,True,False,False,False,,,True,1,1,0
1812,bpi17denied,pattern,240,graph1144,True,False,False,False,,,True,1,1,0
1813,bpi17denied,pattern,240,graph1143,True,False,False,False,,,True,1,1,0
1814,bpi17denied,pattern,240,graph1142,True,False,False,False,,,True,1,1,0
1815,bpi17denied,pattern,240,graph1141,True,False,False,False,,,True,1,1,0
1816,bpi17denied,pattern,240,graph1140,True,False,False,False,,,True,1,1,0
1817,bpi17denied,pattern,240,graph1139,True,False,False,False,,,True,1,1,0
1818,bpi17denied,pattern,240,graph1138,True,False,False,False,,,True,1,1,0
1819,bpi17denied,pattern,240,graph1137,True,False,False,False,,,True,1,1,0
1820,bpi17denied,pattern,240,graph1136,True,False,False,False,,,True,1,1,0
1821,bpi17denied,pattern,240,graph1135,True,False,False,False,,,True,1,1,0
1822,bpi17denied,pattern,240,graph1134,True,False,False,False,,,True,1,1,0
1823,bpi17denied,pattern,240,graph1133,True,False,False,False,,,True,1,1,0
1824,bpi17denied,pattern,240,graph1132,True,False,False,False,,,True,1,1,0
1825,bpi17denied,pattern,240,graph1131,True,False,False,False,,,True,1,1,0
1826,bpi17denied,pattern,240,graph1130,True,False,False,False,,,True,1,1,0
1827,bpi17denied,pattern,240,graph1129,True,False,False,False,,,True,1,1,0
1828,bpi17denied,pattern,240,graph1128,True,False,False,False,,,True,1,1,0
1829,bpi17denied,pattern,240,graph1127,True,False,False,False,,,True,1,1,0
1830,bpi17denied,pattern,240,graph1126,True,False,False,False,,,True,1,1,0
1831,bpi17denied,pattern,240,graph1125,True,False,False,False,,,True,1,1,0
1832,bpi17denied,pattern,240,graph1124,False,False,False,,,,True,0,1,0
1833,bpi17denied,pattern,240,graph1123,True,False,False,False,,,True,1,0,0
1834,bpi17denied,pattern,240,graph1122,True,True,True,True,True,True,True,0,1,1
1835,bpi17denied,pattern,240,graph1121,True,False,False,False,,,True,1,1,0
1836,bpi17denied,pattern,240,graph1120,True,False,False,False,,,True,1,1,0
1837,bpi17denied,pattern,240,graph1119,True,False,False,False,,,True,1,0,0
1838,bpi17denied,pattern,240,graph1118,True,False,False,False,,,True,1,0,0
1839,bpi17denied,pattern,240,graph1117,True,False,False,False,,,True,1,0,0
1840,bpi17denied,pattern,240,graph1116,True,False,False,False,,,True,1,0,0
1841,bpi17denied,pattern,240,graph1115,True,True,True,True,True,True,True,1,1,1
1842,bpi17denied,pattern,240,graph1114,True,False,False,False,,,True,1,1,0
1843,bpi17denied,pattern,240,graph1113,True,False,False,False,,,True,1,1,0
1844,bpi17denied,pattern,240,graph1112,True,False,False,False,,,True,1,1,0
1845,bpi17denied,pattern,240,graph1111,True,False,False,False,,,True,1,1,0
1846,bpi17denied,pattern,240,graph1110,True,False,False,False,,,True,1,1,0
1847,bpi17denied,pattern,240,graph1109,True,False,False,False,,,True,1,1,0
1848,bpi17denied,pattern,240,graph1108,True,False,False,False,,,True,1,1,0
1849,bpi17denied,pattern,240,graph1107,True,False,False,False,,,True,1,1,1
1850,bpi17denied,pattern,240,graph1106,False,False,False,,,,True,0,1,0
1851,bpi17denied,pattern,240,graph1105,False,False,False,,,,True,0,1,0
1852,bpi17denied,pattern,240,graph1104,False,False,False,,,,True,0,1,0
1853,bpi17denied,pattern,240,graph1103,False,False,False,,,,True,1,1,0
1854,bpi17denied,pattern,240,graph1102,True,True,True,True,True,True,True,1,1,0
1855,bpi17denied,pattern,240,graph1101,True,False,False,False,,,True,1,0,0
1856,bpi17denied,pattern,240,graph1100,True,True,True,True,True,True,True,1,1,1
1857,bpi17denied,pattern,240,graph1099,False,False,False,,,,True,0,1,1
1858,bpi17denied,pattern,240,graph1098,True,True,True,True,True,True,True,1,1,1
1859,bpi17denied,pattern,240,graph1097,True,False,False,False,,,True,1,1,0
1860,bpi17denied,pattern,240,graph1096,True,True,True,True,True,True,True,1,1,1
1861,bpi17denied,pattern,240,graph1095,False,False,False,,,,True,1,1,0
1862,bpi17denied,pattern,240,graph1094,True,True,True,True,True,True,True,0,1,1
1863,bpi17denied,pattern,240,graph1093,True,True,True,True,True,True,True,1,1,1
1864,bpi17denied,pattern,240,graph1092,True,True,True,True,True,True,True,1,1,1
1865,bpi17denied,pattern,240,graph1091,True,False,False,False,,,True,1,1,1
1866,bpi17denied,pattern,240,graph1090,True,False,False,False,,,True,1,1,0
1867,bpi17denied,pattern,240,graph1089,False,False,False,,,,True,0,1,0
1868,bpi17denied,pattern,240,graph1088,False,False,False,,,,True,0,1,0
1869,bpi17denied,pattern,240,graph1087,False,False,False,,,,True,0,1,0
1870,bpi17denied,pattern,240,graph1086,True,True,True,True,True,True,True,1,1,1
1871,bpi17denied,pattern,240,graph1085,True,False,False,False,,,True,1,0,0
1872,bpi17denied,pattern,240,graph1084,True,False,False,False,,,True,1,0,0
1873,bpi17denied,pattern,240,graph1083,True,True,True,True,True,True,True,1,1,1
1874,bpi17denied,pattern,240,graph1082,True,False,False,False,,,True,1,0,0
1875,bpi17denied,pattern,240,graph1081,True,False,False,False,,,True,1,0,0
1876,bpi17denied,pattern,240,graph1080,True,False,False,False,,,True,1,0,0
1877,bpi17denied,pattern,240,graph1079,True,False,False,False,,,True,1,1,0
1878,bpi17denied,pattern,240,graph1078,True,False,False,False,,,True,1,1,0
1879,bpi17denied,pattern,240,graph1077,True,False,False,False,,,True,1,0,0
1880,bpi17denied,pattern,240,graph1076,True,False,False,False,,,True,1,1,0
1881,bpi17denied,pattern,240,graph1075,False,False,False,,,,True,0,1,0
1882,bpi17denied,pattern,240,graph1074,True,False,False,False,,,True,1,1,0
1883,bpi17denied,pattern,240,graph1073,True,True,True,True,True,True,True,0,1,1
1884,bpi17denied,pattern,240,graph1072,True,True,True,True,True,True,True,0,1,1
1885,bpi17denied,pattern,240,graph1071,True,True,True,True,True,True,True,0,1,1
1886,bpi17denied,pattern,240,graph1070,True,True,True,True,True,True,True,0,1,1
1887,bpi17denied,pattern,240,graph1069,True,True,True,True,True,True,True,0,1,1
1888,bpi17denied,pattern,240,graph1068,False,False,False,,,,True,0,1,0
1889,bpi17denied,pattern,240,graph1067,False,False,False,,,,True,0,1,0
1890,bpi17denied,pattern,240,graph1066,False,False,False,,,,True,0,1,0
1891,bpi17denied,pattern,240,graph1065,False,False,False,,,,True,0,1,0
1892,bpi17denied,pattern,240,graph1064,False,False,False,,,,True,0,1,0
1893,bpi17denied,pattern,240,graph1063,True,True,True,True,True,True,True,1,1,1
1894,bpi17denied,pattern,240,graph1062,True,True,True,True,True,True,True,1,1,0
1895,bpi17denied,pattern,240,graph1061,True,False,False,False,,,True,1,1,0
1896,bpi17denied,pattern,240,graph1060,True,False,False,False,,,True,1,1,0
1897,bpi17denied,pattern,240,graph1059,True,True,True,True,True,True,True,1,1,1
1898,bpi17denied,pattern,240,graph1058,True,False,False,False,,,True,1,1,0
1899,bpi17denied,pattern,240,graph1057,True,False,False,False,,,True,1,1,0
1900,bpi17denied,pattern,240,graph1056,True,False,False,False,,,True,1,1,0
1901,bpi17denied,pattern,240,graph1055,True,True,True,True,True,True,True,1,1,1
1902,bpi17denied,pattern,240,graph1054,True,True,True,True,True,True,True,1,1,1
1903,bpi17denied,pattern,240,graph1053,True,True,True,True,True,True,True,1,1,1
1904,bpi17denied,pattern,240,graph1052,True,False,False,False,,,True,1,1,0
1905,bpi17denied,pattern,240,graph1051,False,False,False,,,,True,0,1,0
1906,bpi17denied,pattern,240,graph1050,False,False,False,,,,True,1,1,0
1907,bpi17denied,pattern,240,graph1049,False,False,False,,,,True,0,1,0
1908,bpi17denied,pattern,240,graph1048,True,True,True,True,True,True,True,1,1,1
1909,bpi17denied,pattern,240,graph1047,True,True,True,True,True,True,True,1,1,1
1910,bpi17denied,pattern,240,graph1046,False,False,False,,,,True,0,1,0
1911,bpi17denied,pattern,240,graph1045,False,False,False,,,,True,0,1,0
1912,bpi17denied,pattern,240,graph1044,True,False,False,False,,,True,1,1,0
1913,bpi17denied,pattern,240,graph1043,False,False,False,,,,True,0,1,0
1914,bpi17denied,pattern,240,graph1042,True,False,False,False,,,True,1,1,0
1915,bpi17denied,pattern,240,graph1041,True,False,False,False,,,True,1,0,0
1916,bpi17denied,pattern,240,graph1040,True,False,False,False,,,True,1,1,0
1917,bpi17denied,pattern,240,graph1039,True,True,True,True,True,True,True,1,1,1
1918,bpi17denied,pattern,240,graph1038,True,True,True,True,True,True,True,1,1,1
1919,bpi17denied,pattern,240,graph1037,True,True,True,True,True,True,True,1,1,1
1920,bpi17denied,pattern,240,graph1036,True,True,True,True,True,True,True,1,1,1
1921,bpi17denied,pattern,240,graph1035,True,True,True,True,True,True,True,1,1,1
1922,bpi17denied,pattern,240,graph1034,True,False,False,False,,,True,1,1,0
1923,bpi17denied,pattern,240,graph1033,True,True,True,True,True,True,True,1,1,1
1924,bpi17denied,pattern,240,graph1032,False,False,False,,,,True,0,1,0
1925,bpi17denied,pattern,240,graph1031,False,False,False,,,,True,0,1,0
1926,bpi17denied,pattern,240,graph1030,False,False,False,,,,True,0,1,0
1927,bpi17denied,pattern,240,graph1029,False,False,False,,,,True,0,1,0
1928,bpi17denied,pattern,240,graph1028,False,False,False,,,,True,0,1,0
1929,bpi17denied,pattern,240,graph1027,False,False,False,,,,True,1,1,0
1930,bpi17denied,pattern,240,graph1026,True,True,True,True,True,True,True,1,1,1
1931,bpi17denied,pattern,240,graph1025,True,False,False,False,,,True,1,1,0
1932,bpi17denied,pattern,240,graph1024,False,False,False,,,,True,0,1,0
1933,bpi17denied,pattern,240,graph1023,False,False,False,,,,True,0,1,0
1934,bpi17denied,pattern,240,graph1022,False,False,False,,,,True,0,1,0
1935,bpi17denied,pattern,240,graph1021,True,True,True,True,True,True,True,0,1,1
1936,bpi17denied,pattern,240,graph1020,True,True,True,True,True,True,True,0,1,1
1937,bpi17denied,pattern,240,graph1019,True,False,False,False,,,True,1,1,0
1938,bpi17denied,pattern,240,graph1018,True,False,False,False,,,True,1,1,0
1939,bpi17denied,pattern,240,graph1017,True,False,False,False,,,True,1,1,0
1940,bpi17denied,pattern,240,graph1016,True,False,False,False,,,True,1,1,0
1941,bpi17denied,pattern,240,graph1015,True,False,False,False,,,True,1,1,0
1942,bpi17denied,pattern,240,graph1014,False,False,False,,,,True,0,1,0
1943,bpi17denied,pattern,240,graph1013,False,False,False,,,,True,0,1,0
1944,bpi17denied,pattern,240,graph1012,True,True,True,True,True,True,True,0,1,1
1945,bpi17denied,pattern,240,graph1011,True,False,False,False,,,True,1,1,0
1946,bpi17denied,pattern,240,graph1010,True,False,False,False,,,True,1,1,0
1947,bpi17denied,pattern,240,graph1009,True,False,False,False,,,True,1,1,0
1948,bpi17denied,pattern,240,graph1008,True,False,False,False,,,True,1,1,0
1949,bpi17denied,pattern,240,graph1007,True,False,False,False,,,True,1,1,0
1950,bpi17denied,pattern,240,graph1006,True,False,False,False,,,True,1,1,0
1951,bpi17denied,pattern,240,graph1005,True,False,False,False,,,True,1,1,0
1952,bpi17denied,pattern,240,graph1004,False,False,False,,,,True,0,1,0
1953,bpi17denied,pattern,240,graph1003,False,False,False,,,,True,0,1,0
1954,bpi17denied,pattern,240,graph1002,False,False,False,,,,True,1,0,0
1955,bpi17denied,pattern,240,graph1001,True,False,False,False,,,True,1,0,0
1956,bpi17denied,pattern,240,graph1000,False,False,False,,,,True,0,1,0
1957,bpi17denied,pattern,240,graph999,False,False,False,,,,True,0,1,1
1958,bpi17denied,pattern,240,graph998,True,False,False,False,,,True,1,1,0
1959,bpi17denied,pattern,240,graph997,True,False,False,False,,,True,1,1,0
1960,bpi17denied,pattern,240,graph996,True,False,False,False,,,True,1,1,0
1961,bpi17denied,pattern,240,graph995,True,False,False,False,,,True,1,1,0
1962,bpi17denied,pattern,240,graph994,False,False,False,,,,True,0,1,1
1963,bpi17denied,pattern,240,graph993,False,False,False,,,,True,0,1,1
1964,bpi17denied,pattern,240,graph992,False,False,False,,,,True,0,1,0
1965,bpi17denied,pattern,240,graph991,False,False,False,,,,True,0,1,0
1966,bpi17denied,pattern,240,graph990,False,False,False,,,,True,0,1,1
1967,bpi17denied,pattern,240,graph989,False,False,False,,,,True,1,1,0
1968,bpi17denied,pattern,240,graph988,False,False,False,,,,True,1,1,0
1969,bpi17denied,pattern,240,graph987,False,False,False,,,,True,1,1,0
1970,bpi17denied,pattern,240,graph986,False,False,False,,,,True,1,1,0
1971,bpi17denied,pattern,240,graph985,False,False,False,,,,True,1,1,0
1972,bpi17denied,pattern,240,graph984,False,False,False,,,,True,1,1,0
1973,bpi17denied,pattern,240,graph983,False,False,False,,,,True,1,1,0
1974,bpi17denied,pattern,240,graph982,True,True,True,True,True,True,True,1,1,1
1975,bpi17denied,pattern,240,graph981,True,True,True,True,True,True,True,1,1,1
1976,bpi17denied,pattern,240,graph980,True,False,False,False,,,True,1,0,0
1977,bpi17denied,pattern,240,graph979,True,False,False,False,,,True,1,0,0
1978,bpi17denied,pattern,240,graph978,True,False,False,False,,,True,1,0,0
1979,bpi17denied,pattern,240,graph977,True,False,False,False,,,True,1,0,0
1980,bpi17denied,pattern,240,graph976,False,False,False,,,,True,0,1,0
1981,bpi17denied,pattern,240,graph975,False,False,False,,,,True,1,1,0
1982,bpi17denied,pattern,240,graph974,False,False,False,,,,True,1,1,0
1983,bpi17denied,pattern,240,graph973,False,False,False,,,,True,1,1,0
1984,bpi17denied,pattern,240,graph972,False,False,False,,,,True,1,1,0
1985,bpi17denied,pattern,240,graph971,True,True,True,True,True,True,True,0,1,1
1986,bpi17denied,pattern,240,graph970,True,True,True,True,True,True,True,0,1,1
1987,bpi17denied,pattern,240,graph969,True,False,False,False,,,True,1,1,1
1988,bpi17denied,pattern,240,graph968,False,False,False,,,,True,1,0,0
1989,bpi17denied,pattern,240,graph967,False,False,False,,,,True,1,0,0
1990,bpi17denied,pattern,240,graph966,False,False,False,,,,True,1,0,0
1991,bpi17denied,pattern,240,graph965,False,False,False,,,,True,1,0,0
1992,bpi17denied,pattern,240,graph964,True,True,True,True,True,True,True,1,1,1
1993,bpi17denied,pattern,240,graph963,False,False,False,,,,True,0,1,0
1994,bpi17denied,pattern,240,graph962,False,False,False,,,,True,0,1,0
1995,bpi17denied,pattern,240,graph961,True,True,True,True,True,True,True,1,1,1
1996,bpi17denied,pattern,240,graph960,True,True,True,True,True,True,True,1,1,1
1997,bpi17denied,pattern,240,graph959,True,True,True,True,True,True,True,1,1,1
1998,bpi17denied,pattern,240,graph958,False,False,False,,,,True,0,1,0
1999,bpi17denied,pattern,240,graph957,True,True,True,True,True,True,True,1,1,1
2000,bpi17denied,pattern,240,graph956,True,False,False,False,,,True,1,1,0
2001,bpi17denied,pattern,240,graph955,True,False,False,False,,,True,1,1,0
2002,bpi17denied,pattern,240,graph954,True,False,False,False,,,True,1,1,0
2003,bpi17denied,pattern,240,graph953,True,False,False,False,,,True,1,1,0
2004,bpi17denied,pattern,240,graph952,True,False,False,False,,,True,1,1,0
2005,bpi17denied,pattern,240,graph951,True,False,False,False,,,True,1,1,0
2006,bpi17denied,pattern,240,graph950,True,False,False,False,,,True,1,1,0
2007,bpi17denied,pattern,240,graph949,True,False,False,False,,,True,1,1,0
2008,bpi17denied,pattern,240,graph948,False,False,False,,,,True,0,1,0
2009,bpi17denied,pattern,240,graph947,False,False,False,,,,True,0,1,0
2010,bpi17denied,pattern,240,graph946,False,False,False,,,,True,0,1,0
2011,bpi17denied,pattern,240,graph945,False,False,False,,,,True,0,1,0
2012,bpi17denied,pattern,240,graph944,False,False,False,,,,True,0,1,0
2013,bpi17denied,pattern,240,graph943,False,False,False,,,,True,0,1,0
2014,bpi17denied,pattern,240,graph942,False,False,False,,,,True,0,1,0
2015,bpi17denied,pattern,240,graph941,False,False,False,,,,True,0,1,0
2016,bpi17denied,pattern,240,graph940,False,False,False,,,,True,0,1,0
2017,bpi17denied,pattern,240,graph939,True,True,True,True,True,True,True,1,1,1
2018,bpi17denied,pattern,240,graph938,True,True,True,True,True,True,True,1,1,1
2019,bpi17denied,pattern,240,graph937,True,True,True,True,True,True,True,1,1,1
2020,bpi17denied,pattern,240,graph936,True,True,True,True,True,True,True,1,1,1
2021,bpi17denied,pattern,240,graph935,True,False,False,False,,,True,1,1,0
2022,bpi17denied,pattern,240,graph934,True,True,True,True,True,True,True,1,1,1
2023,bpi17denied,pattern,240,graph933,True,True,True,True,True,True,True,1,1,1
2024,bpi17denied,pattern,240,graph932,True,False,False,False,,,True,1,1,0
2025,bpi17denied,pattern,240,graph931,True,False,False,False,,,True,1,1,0
2026,bpi17denied,pattern,240,graph930,False,False,False,,,,True,0,1,1
2027,bpi17denied,pattern,240,graph929,True,True,True,True,True,True,True,0,1,1
2028,bpi17denied,pattern,240,graph928,False,False,False,,,,True,0,1,0
2029,bpi17denied,pattern,240,graph927,True,False,False,False,,,True,1,1,1
2030,bpi17denied,pattern,240,graph926,True,True,True,True,True,True,True,1,1,1
2031,bpi17denied,pattern,240,graph925,True,True,True,True,True,True,True,1,1,1
2032,bpi17denied,pattern,240,graph924,True,False,False,False,,,True,1,1,0
2033,bpi17denied,pattern,240,graph923,False,False,False,,,,True,0,1,0
2034,bpi17denied,pattern,240,graph922,True,True,True,True,True,True,True,0,1,1
2035,bpi17denied,pattern,240,graph921,True,True,True,True,True,True,True,1,1,1
2036,bpi17denied,pattern,240,graph920,True,False,False,False,,,True,1,1,0
2037,bpi17denied,pattern,240,graph919,True,False,False,False,,,True,1,1,0
2038,bpi17denied,pattern,240,graph918,True,False,False,False,,,True,1,1,0
2039,bpi17denied,pattern,240,graph917,True,False,False,False,,,True,1,1,0
2040,bpi17denied,pattern,240,graph916,True,False,False,False,,,True,1,1,0
2041,bpi17denied,pattern,240,graph915,True,False,False,False,,,True,1,1,0
2042,bpi17denied,pattern,240,graph914,True,False,False,False,,,True,1,1,0
2043,bpi17denied,pattern,240,graph913,True,False,False,False,,,True,1,1,0
2044,bpi17denied,pattern,240,graph912,True,True,True,True,True,True,True,1,0,1
2045,bpi17denied,pattern,240,graph911,False,False,False,,,,True,1,1,0
2046,bpi17denied,pattern,240,graph910,True,True,True,True,True,True,True,1,0,1
2047,bpi17denied,pattern,240,graph909,False,False,False,,,,True,0,1,0
2048,bpi17denied,pattern,240,graph908,False,False,False,,,,True,0,1,0
2049,bpi17denied,pattern,240,graph907,False,False,False,,,,True,1,1,0
2050,bpi17denied,pattern,240,graph906,False,False,False,,,,True,1,1,0
2051,bpi17denied,pattern,240,graph905,False,False,False,,,,True,1,1,0
2052,bpi17denied,pattern,240,graph904,False,False,False,,,,True,1,1,0
2053,bpi17denied,pattern,240,graph903,False,False,False,,,,True,1,1,0
2054,bpi17denied,pattern,240,graph902,True,True,True,True,True,True,True,1,1,1
2055,bpi17denied,pattern,240,graph901,True,False,False,False,,,True,1,1,0
2056,bpi17denied,pattern,240,graph900,True,False,False,False,,,True,1,1,0
2057,bpi17denied,pattern,240,graph899,True,False,False,False,,,True,1,1,0
2058,bpi17denied,pattern,240,graph898,True,False,False,False,,,True,1,1,0
2059,bpi17denied,pattern,240,graph897,True,False,False,False,,,True,1,1,0
2060,bpi17denied,pattern,240,graph896,True,False,False,False,,,True,1,1,0
2061,bpi17denied,pattern,240,graph895,True,False,False,False,,,True,1,1,0
2062,bpi17denied,pattern,240,graph894,True,False,False,False,,,True,1,1,0
2063,bpi17denied,pattern,240,graph893,True,False,False,False,,,True,1,1,0
2064,bpi17denied,pattern,240,graph892,True,False,False,False,,,True,1,1,0
2065,bpi17denied,pattern,240,graph891,True,False,False,False,,,True,1,1,0
2066,bpi17denied,pattern,240,graph890,True,False,False,False,,,True,1,1,0
2067,bpi17denied,pattern,240,graph889,True,False,False,False,,,True,1,1,0
2068,bpi17denied,pattern,240,graph888,True,False,False,False,,,True,1,1,0
2069,bpi17denied,pattern,240,graph887,True,False,False,False,,,True,1,1,0
2070,bpi17denied,pattern,240,graph886,True,False,False,False,,,True,1,1,0
2071,bpi17denied,pattern,240,graph885,True,False,False,False,,,True,1,1,0
2072,bpi17denied,pattern,240,graph884,True,False,False,False,,,True,1,1,0
2073,bpi17denied,pattern,240,graph883,True,False,False,False,,,True,1,1,0
2074,bpi17denied,pattern,240,graph882,True,True,True,True,True,True,True,1,1,0
2075,bpi17denied,pattern,240,graph881,True,True,True,True,True,True,True,1,1,0
2076,bpi17denied,pattern,240,graph880,True,True,True,True,True,True,True,1,1,0
2077,bpi17denied,pattern,240,graph879,True,True,True,True,True,True,True,1,1,0
2078,bpi17denied,pattern,240,graph878,True,True,True,True,True,True,True,1,1,0
2079,bpi17denied,pattern,240,graph877,False,False,False,,,,True,0,1,1
2080,bpi17denied,pattern,240,graph876,False,False,False,,,,True,0,1,0
2081,bpi17denied,pattern,240,graph875,False,False,False,,,,True,0,1,0
2082,bpi17denied,pattern,240,graph874,False,False,False,,,,True,0,1,0
2083,bpi17denied,pattern,240,graph873,False,False,False,,,,True,1,1,0
2084,bpi17denied,pattern,240,graph872,True,True,True,True,True,True,True,0,0,1
2085,bpi17denied,pattern,240,graph871,False,False,False,,,,True,0,1,0
2086,bpi17denied,pattern,240,graph870,False,False,False,,,,True,0,1,0
